Chinese food name,String Locator,Model to Use,Multiplier,active status
四川冰粉,Freesichuanstylejelly,boxTakeOverName4,1.0,1
四川冰粉,Freesichuanstylejelly,boxTakeOverName20,1.0,1
四川冰粉,Sichuanstylejelly,boxTakeOverName20,1.0,1
四川冰粉,Sichuanstylejelly,boxTakeOverName4,1.0,1
金猪报喜半只,CrispyRoastedPig(Half),boxTakeOverName10,0.8,1
金猪报喜一只,CrispyRoastedPig(Whole),boxTakeOverName9,0.8,1
辣椒酱和腰果一套,Freesetofchiliandcashew,boxTakeOverName17,2.0,1
上汤苋菜(小),Spinachinsupremestock(s),boxTakeOverName0,1.0,1
上汤苋菜(大),Spinachinsupremestock(l),boxTakeOverName1,1.0,1
家乡小炒皇(小),Stir-friedasparaguswithbacon(s),boxTakeOverName0,1.0,1
家乡小炒皇(大),Stir-friedasparaguswithbacon(l),boxTakeOverName1,1.0,1
西施豆腐(小),Stir-friedbeancurd(s),boxTakeOverName0,1.0,1
西施豆腐(大),Stir-friedbeancurd(l),boxTakeOverName1,1.0,1
干煸四季豆(小),Dry-friedstringbeans(s),boxTakeOverName0,1.0,1
干煸四季豆(大),Dry-friedstringbeans(l),boxTakeOverName1,1.0,1
芥兰腐皮(小),Stir-friedkailanwithbeancurdskin(s),boxTakeOverName0,1.0,1
芥兰腐皮(大),Stir-friedkailanwithbeancurdskin(l),boxTakeOverName1,1.0,1
蒜蓉时蔬(小),Stir-friedvegetablewithgarlic(s),boxTakeOverName0,1.0,1
蒜蓉时蔬(大),Stir-friedvegetablewithgarlic(l),boxTakeOverName1,1.0,1
珍菌爆三翠(小),Stir-friedvegetableswithblackfungus(s),boxTakeOverName0,1.0,1
珍菌爆三翠(大),Stir-friedvegetableswithblackfungus(l),boxTakeOverName1,1.0,1
酸菜鱼,Sauerkrautfish,boxTakeOverName16,1.0,1
叁巴炒啦啦(小),Stir-friedsambalclams(s),boxTakeOverName0,1.0,1
叁巴炒啦啦(大),Stir-friedsambalclams(l),boxTakeOverName1,1.0,1
叁巴炒饭(小),Sambalfriedrice(s),boxTakeOverName0,1.0,1
叁巴炒饭(中),Sambalfriedrice(m),boxTakeOverName1,1.0,1
叁巴炒饭(大),Sambalfriedrice(l),boxTakeOverName15,1.0,1
外婆酸甜肉小,Ahposweetsourpork(s),boxTakeOverName0,1.0,1
外婆酸甜肉大,Ahposweetsourpork(l),boxTakeOverName1,1.0,1
包公排骨大,Baogongporkribs(l),boxTakeOverName1,1.0,1
包公排骨小,Baogongporkribs(s),boxTakeOverName0,1.0,1
金沙鸡中翅小,Saltedeggyolkchicken(deboned)(s),boxTakeOverName3,1.0,1
金沙鸡中翅大,Saltedeggyolkchicken(deboned)(l),boxTakeOverName2,1.0,1
蒜蓉粉丝开边虾小,Steamedgarlicprawnswithvermicelli(s),boxTakeOverName10,1.0,1
蒜蓉粉丝开边虾大,Steamedgarlicprawnswithvermicelli(l),boxTakeOverName10,1.0,1
金瓜奶油虾小,Pumpkincreamybutterprawns(s),boxTakeOverName3,1.0,1
金瓜奶油虾小,Pumpkincreamybutterprawns(s),boxTakeOverName5,1.0,1
金瓜奶油虾大,Pumpkincreamybutterprawns(l),boxTakeOverName2,1.0,1
金瓜奶油虾大,Pumpkincreamybutterprawns(l),boxTakeOverName5,1.0,1
